Genus,Species,id,Region,Locality,Country,Lat,Long,Pop,DART,Notes,Order no.,collection date,sex,latitude,lat (M),lat (DD),longitude,long (M),long (DD)
Aipysurus,laevis,Al4,Ashmore Reef,,Australia,,,,yes,,DNote21-6332,,,,,,,,
Aipysurus,pooleorum,BD304,Shark Bay,,Australia,,,,yes,,DNote22-7151,,,,,,,,
Aipysurus,pooleorum,BD320,Shark Bay,,Australia,,,,yes,,DNote22-7151,,,,,,,,
Aipysurus,pooleorum,BD325,Shark Bay,,Australia,,,,yes,,DNote22-7151,,,,,,,,
Aipysurus,pooleorum,BD326,Shark Bay,,Australia,,,,yes,,DNote22-7151,,,,,,,,
Aipysurus,pooleorum,BD330,Shark Bay,,Australia,,,,yes,,DNote22-7151,,,,,,,,
Aipysurus,pooleorum,BD331,Shark Bay,,Australia,,,,yes,,DNote22-7151,,,,,,,,
Aipysurus,pooleorum,BD337,Shark Bay,,Australia,,,,yes,,DNote22-7151,,,,,,,,
Aipysurus,pooleorum,BD338,Shark Bay,,Australia,,,,yes,,DNote22-7151,,,,,,,,
Aipysurus,pooleorum,BD339,Shark Bay,,Australia,,,,yes,,DNote22-7151,,,,,,,,
Aipysurus,pooleorum,BD342,Shark Bay,,Australia,,,,yes,,DNote22-7151,,,,,,,,
Aipysurus,tenuis,HybFa01,Broome,,Australia,,,,yes,,DNote22-7151,,,,,,,,
Aipysurus,laevis/tenuis hybrid,HybJ01,Den Blå Plantet,,Denmark,,,,,,DNote22-7151,1/1/2014,,,,,,,
Aipysurus,laevis/tenuis hybrid,HybJ03,Den Blå Plantet,,Denmark,,,,,,DNote22-7151,1/1/2014,,,,,,,
Hydrophis,stokesii,J82337,,,,,,,yes,,DNote21-6332,,,,,,,,
Hydrophis,major,J84471,Gulf of Carpentaria,Groote Eylandt,Australia,,,,failed,low quality,DNote20-5178,,,,,,,,
Hydrophis,major,J87200,Fraser Island,Eurong,Australia,,,,failed,Low quality,DNote20-5178,,,,,,,,
Hydrophis,major,J87202,Fraser Island,Eurong,Australia,,,,yes,,DNote20-5178,,,,,,,,
Hydrophis,major,J88474,Fraser Island,Eurong,Australia,,,,yes,,DNote20-5178,,,,,,,,
Hydrophis,major,J89073,Fraser Island,Eurong,Australia,,,,failed,,DNote20-5178,,,,,,,,
Aipysurus,laevis,KLS0327,Scott Reef,,Australia,,,,yes,,DNote22-7151,12/3/2013,M,14,11.203,-14.18671667,121,47.583,121.79305
Aipysurus,laevis,KLS0339,Scott Reef,,Australia,,,,yes,,DNote21-6332,12/3/2013,F,14,3.28,-14.05466667,121,47.033,121.7838833
Hydrophis,stokesii,KLS0360,Hibernia Reef,,Australia,,,,,,DNote21-6332,15/3/2013,F,11,58.91,-11.98183333,123,20.296,123.3382667
Hydrophis,stokesii,KLS0362,Hibernia Reef,,Australia,,,,yes,,DNote21-6332,15/3/2013,M,11,58.91,-11.98183333,123,20.296,123.3382667
Hydrophis,stokesii,KLS0490,Broome,,Australia,,,,yes,,DNote22-7151,15/5/2014,M,17,59.362,-17.98936667,122,2.801,122.0466833
Hydrophis,stokesii,KLS0527,Broome,,Australia,,,,yes,,DNote22-7151,22/9/2014,,18,0.487,-18.00811667,122,8.715,122.14525
Hydrophis,stokesii,KLS0528,Broome,,Australia,,,,yes,,DNote22-7151,22/9/2014,,18,0.487,-18.00811667,122,9.209,122.1534833
Hydrophis,stokesii,KLS0559,Pilbara,Point Samson,Australia,,,,yes,,DNote22-7151,26/9/2014,,20,25.08,-20.418,117,20.34,117.339
Aipysurus,laevis,KLS0564 R174540,Pilbara,Point Samson,Australia,,,,yes,,DNote22-7151,,,20,26.94,-20.449,117,17.87,117.2978333
Hydrophis,stokesii,KLS0566,Broome,,Australia,,,,yes,,DNote22-7151,28/9/2014,M,17,59.75,-17.99583333,122,2.221,122.0370167
Hydrophis,stokesii,KLS0573,Broome,,Australia,,,,yes,,DNote22-7151,29/9/2014,F,18,3.327,-18.05545,122,12.84,122.214
Hydrophis,stokesii,KLS0604,Broome,,Australia,,,,yes,,DNote22-7151,3/3/2015,,,,,,,
Hydrophis,major,KLS0629,Broome,,Australia,,,,yes,,DNote20-5178,9/6/2015,M,17,58.7,-17.97833333,122,6.4,122.1066667
Hydrophis,major,KLS0630,Broome,,Australia,,,,yes,,DNote20-5178,9/6/2015,M,18,0.1,-18.00166667,122,3.6,122.06
Hydrophis,major,KLS0631,Broome,,Australia,,,,yes,,DNote20-5178,9/6/2015,M,18,0.3,-18.005,122,2.4,122.04
Hydrophis,major,KLS0633,Broome,,Australia,,,,yes,,DNote20-5178,9/6/2015,M,17,58.8,-17.98,122,2.7,122.045
Hydrophis,stokesii,KLS0634,Broome,,Australia,,,,,,DNote22-7151,9/6/2015,M,17,58.4,-17.97333333,122,5.5,122.0916667
Hydrophis,stokesii,KLS0635,Broome,,Australia,,,,yes,,DNote21-6332,9/6/2015,M,17,58,-17.96666667,122,8.1,122.135
Hydrophis,stokesii,KLS0636,Broome,,Australia,,,,yes,,DNote21-6332,9/6/2015,M,17,59.7,-17.995,122,5,122.0833333
Hydrophis,major,KLS0647,Broome,,Australia,,,,yes,,DNote20-5178,10/6/2015,M,18,0.2,-18.00333333,122,2.4,122.04
Hydrophis,major,KLS0652,Broome,,Australia,,,,yes,,DNote20-5178,9/6/2015,M,17,59.6,-17.99333333,122,5.1,122.085
Hydrophis,stokesii,KLS0660,Broome,,Australia,,,,,,DNote22-7151,9/6/2015,JUV,17,58.8,-17.98,122,3,122.05
Hydrophis,major,KLS0662,Broome,,Australia,,,,yes,,DNote20-5178,10/6/2015,JUV,17,59.5,-17.99166667,122,5.9,122.0983333
Hydrophis,stokesii,KLS0675,Broome,,Australia,,,,yes,,DNote22-7151,20/6/2015,subadult,17,59.3,-17.98833333,122,6,122.1
Hydrophis,major,KLS0676,Broome,,Australia,,,,yes,,DNote20-5178,20/6/2015,M,17,59.5,-17.99166667,122,5.2,122.0866667
Hydrophis,stokesii,KLS0677,Broome,,Australia,,,,yes,,DNote22-7151,20/6/2015,M,17,59.7,-17.995,122,5,122.0833333
Hydrophis,stokesii,KLS0678,Broome,,Australia,,,,yes,,DNote22-7151,20/6/2015,M,17,59.7,-17.995,122,5,122.0833333
Hydrophis,stokesii,KLS0679,Broome,,Australia,,,,yes,,DNote22-7151,20/6/2015,M,17,59.8,-17.99666667,122,4.8,122.08
Hydrophis,stokesii,KLS0680,Broome,,Australia,,,,yes,,DNote22-7151,20/6/2015,M,18,0.2,-18.00333333,122,3.3,122.055
Hydrophis,stokesii,KLS0681,Broome,,Australia,,,,yes,,DNote22-7151,20/6/2015,M,18,0.7,-18.01166667,122,1.9,122.0316667
Hydrophis,stokesii,KLS0682,Broome,,Australia,,,,yes,,DNote22-7151,20/6/2015,M,17,59.5,-17.99166667,122,2.7,122.045
Hydrophis,stokesii,KLS0686,Broome,,Australia,,,,yes,,DNote22-7151,20/6/2015,F,17,58.3,-17.97166667,122,8.7,122.145
Hydrophis,stokesii,KLS0687,Broome,,Australia,,,,yes,,DNote22-7151,21/6/2015,F,18,0.6,-18.01,122,2.6,122.0433333
Hydrophis,major,KLS0762,Broome,,Australia,,,,yes,,DNote20-5178,24/9/2016,male,18,2.3,-18.03833333,122,2.4,122.04
Aipysurus,laevis,KLS0793,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,12/4/2017,F,22,3.337,-22.05561667,114,13.386,114.2231
Hydrophis,stokesii,KLS0794,Exmouth Gulf,,Australia,,,,yes,,DNote21-6332,12/4/2017,M,22,3.404,-22.05673333,114,13.487,114.2247833
Hydrophis,stokesii,KLS0795,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,12/4/2017,M,22,3.589,-22.05981667,114,13.143,114.21905
Aipysurus,laevis,KLS0796,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,12/4/2017,F,22,3.696,-22.0616,114,12.945,114.21575
Aipysurus,laevis,KLS0797,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,12/4/2017,F,22,4.063,-22.06771667,114,13.079,114.2179833
Hydrophis,major,KLS0798,Exmouth Gulf,,Australia,,,,yes,,DNote20-5178,13/4/2017,M,22,3.296,-22.05493333,114,13.331,114.2221833
Hydrophis,major,KLS0799,Exmouth Gulf,,Australia,,,,yes,,DNote20-5178,13/4/2017,M,22,3.289,-22.05481667,114,13.506,114.2251
Hydrophis,major,KLS0801,Exmouth Gulf,,Australia,,,,yes,,DNote20-5178,14/4/2017,M,22,6.35,-22.10583333,114,15.7,114.2616667
Hydrophis,stokesii,KLS0804,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,18/4/2017,,,,,,,
Hydrophis,major,KLS0808,Exmouth Gulf,,Australia,,,,yes,,DNote20-5178,19/4/2017,,,,,,,
Hydrophis,major,KLS0813,Exmouth Gulf,,Australia,,,,yes,,DNote20-5178,19/4/2017,,,,,,,
Hydrophis,major,KLS0819,Exmouth Gulf,,Australia,,,,failed,low quality,DNote20-5178,20/4/2017,,,,,,,
Hydrophis,stokesii,KLS0843,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,25/4/2017,,,,,,,
Hydrophis,stokesii,KLS0847,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,26/4/2017,,,,,,,
Aipysurus,laevis,KLS0857,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,3/5/2017,,,,,,,
Hydrophis,stokesii,KLS0858,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,3/5/2017,,,,,,,
Aipysurus,laevis,KLS0871,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,10/5/2017,,,,,,,
Aipysurus,laevis,KLS0872,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,10/5/2017,,,,,,,
Hydrophis,stokesii,KLS0881,Exmouth Gulf,,Australia,,,,,failed qc,DNote21-6332,16/4/2017,M,22,19.233,-22.32055,114,11.548,114.1924667
Hydrophis,stokesii,KLS0881,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,16/4/2017,M,22,19.233,-22.32055,114,11.55,114.1924667
Hydrophis,stokesii,KLS0883,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,16/4/2017,F,22,10.581,-22.17635,114,5.675,114.0945833
Hydrophis,stokesii,KLS0886,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,17/4/2017,M,22,10.449,-22.17415,114,5.681,114.0946833
Hydrophis,stokesii,KLS0896,Exmouth Gulf,,Australia,,,,,,DNote22-7151,5/5/2017,,,,,,,
Hydrophis,stokesii,KLS0897,Exmouth Gulf,,Australia,,,,,,DNote22-7151,5/5/2017,,,,,,,
Hydrophis,major,KLS0898,Exmouth Gulf,,Australia,,,,failed,low quality,DNote20-5178,5/5/2017,,,,,,,
Hydrophis,major,KLS0901,Exmouth Gulf,,Australia,,,,yes,,DNote20-5178,3/5/2017,,,,,,,
Hydrophis,major,KLS0913,Exmouth Gulf,,Australia,,,,yes,,DNote20-5178,21/4/2017,juv,,,,,,
Hydrophis,stokesii,KLS0923,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,23/4/2017,,,,,,,
Hydrophis,major,KLS0933,Exmouth Gulf,,Australia,,,,yes,,DNote20-5178,2/5/2017,,,,,,,
Hydrophis,stokesii,KLS0938,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,7/5/2017,,,,,,,
Hydrophis,stokesii,KLS0941,Exmouth Gulf,,Australia,,,,,,DNote22-7151,8/5/2017,,,,,,,
Hydrophis,stokesii,KLS0983,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,10/5/2017,M,,,-22.42596,,,114.19586
Hydrophis,stokesii,KLS0986,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,12/5/2017,F,,,-22.42526,,,114.21091
Aipysurus,pooleorum,KLS1002,Exmouth Gulf,,Australia,,,,yes,,DNote21-6332,22/4/2017,-,,,,,,
Aipysurus,pooleorum,KLS1002,Shark Bay,,Australia,,,,yes,,DNote21-6332,16/6/2017,M,Start trawl: Lat: 25¬∞ 30.704 Long: 113¬∞ 32.553 End trawl: Lat: 25¬∞ 30.106 Long: 113¬∞ 13.526,,,,,
Hydrophis,major,KLS1012,Broome,,Australia,,,,failed,failed qc,DNote20-5178,28/6/2018,Juv.,,,,,,
Hydrophis,major,KLS1016,Broome,,Australia,,,,yes,,DNote20-5178,28/6/2018,F,,,,,,
Hydrophis,major,KLS1017,Broome,,Australia,,,,yes,,DNote20-5178,28/6/2018,M,,,,,,
Hydrophis,major,KLS1020,Broome,,Australia,,,,yes,,DNote20-5178,29/6/2018,,,,,,,
Aipysurus,laevis,KLS1121,Broome,,Australia,,,,,,DNote22-7151,,,,,,,,
Aipysurus,laevis,KLS1140,Broome,,Australia,,,,yes,,DNote22-7151,19/5/2021,,18,4.064,-18.06773333,122,5.614,122.0935667
Hydrophis,stokesii,KLS1157,Broome,,Australia,,,,,,Dnote23-8773,20/5/2021,,17,59.379,-17.98965,122,6.672,122.1112
Hydrophis,stokesii,KLS1158,Broome,,Australia,,,,,,Dnote23-8773,20/5/2021,,17,59.41,-17.99016667,122,6.58,122.1096667
Hydrophis,stokesii,KLS1159,Broome,,Australia,,,,,,Dnote23-8773,20/5/2021,,18,1.918,-18.03196667,122,1.728,122.0288
Aipysurus,laevis,KLS1161,Broome,,Australia,,,,Contam,,DNote22-7151,20/5/2021,,17,58.065,-17.96775,121,53.36,121.8893333
Aipysurus,laevis,KLS1162,Broome,,Australia,,,,yes,,DNote22-7151,20/5/2021,,17,54.955,-17.91591667,121,39.422,121.6570333
Aipysurus,laevis,KLS1163,Broome,,Australia,,,,yes,,DNote22-7151,20/5/2021,,17,54.955,-17.91591667,121,39.422,121.6570333
Aipysurus,laevis,KLS1165,Broome,,Australia,,,,yes,,DNote22-7151,20/5/2021,,18,0.137,-18.00228333,121,55.287,121.92145
Aipysurus,laevis,KLS1166,Broome,,Australia,,,,yes,,DNote22-7151,20/5/2021,,17,59.856,-17.9976,121,55.366,121.9227667
Aipysurus,laevis,KLS1167,Broome,,Australia,,,,yes,,DNote22-7151,20/5/2021,,17,58.857,-17.98095,121,58.204,121.9700667
Aipysurus,laevis,KLS1168,Broome,,Australia,,,,yes,,DNote22-7151,20/5/2021,,17,58.936,-17.98226667,121,58.868,121.9811333
Aipysurus,laevis,KLS1169,Broome,,Australia,,,,yes,,DNote22-7151,20/5/2021,,17,58.9,-17.98166667,121,59.2,121.9866667
Aipysurus,laevis,KLS1170,Broome,,Australia,,,,yes,,DNote22-7151,20/5/2021,,17,58.985,-17.98308333,121,59.768,121.9961333
Hydrophis,stokesii,KLS1173,Pilbara,,Australia,,,,yes,,DNote22-7151,11/3/2022,F,,,-21.438166,,,114.827603
Hydrophis,stokesii,KLS1182,Pilbara,,Australia,,,,yes,,DNote22-7151,12/3/2022,M,,,-20.306949,,,115.369317
Hydrophis,stokesii,KLS1200,Pilbara,,Australia,,,,yes,,DNote22-7151,14/3/2022,F,,,-20.050212,,,118.288886
Hydrophis,stokesii,KLS1204,Eighty Mile Beach,Pilbara,Australia,,,,,,Dnote23-8773,14/3/2022,juv,,,-19.660251,,,119.114632
Hydrophis,stokesii,KLS1204,Eighty Mile Beach,Pilbara,Australia,,,,yes,,DNote22-7151,14/3/2022,juv,,,-19.660251,,,119.114632
Aipysurus,laevis,KLS1205,Eighty Mile Beach,Pilbara,Australia,,,,,,Dnote23-8773,14/3/2022,F,,,-19.588498,,,119.200777
Hydrophis,stokesii,KLS1206,Eighty Mile Beach,Pilbara,Australia,,,,yes,,DNote22-7151,14/3/2022,m,,,-19.564533,,,119.2599
Hydrophis,stokesii,KLS1206,Eighty Mile Beach,Pilbara,Australia,,,,,,Dnote23-8773,14/3/2022,m,,,-19.564533,,,119.2599
Hydrophis,stokesii,KLS1227,Eighty Mile Beach,Pilbara,Australia,,,,yes,,DNote22-7151,15/3/2022,m,,,-18.812164,,,121.101665
Aipysurus,tenuis,KLS1242,,,,,,,,,Dnote23-8773,,,,,,,,
Hydrophis,stokesii,KLS1273,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,5/4/2022,M,,,-21.996483,,,114.1363
Hydrophis,stokesii,KLS1274,Exmouth Gulf,,Australia,,,,yes,,DNote22-7151,7/4/2022,M,,,-21.933333,,,114.149183
Aipysurus,tenuis,KLS1283,,,,,,,,,DNote23-8392,,,,,,,,
Aipysurus,laevis,KLS1363,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,F,,,-17.605211,,,121.983278
Aipysurus,laevis,KLS1366,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,M,,,-17.131305,,,122.095235
Hydrophis,stokesii,KLS1367,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,M,,,-17.046937,,,122.118755
Hydrophis,stokesii,KLS1369,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,M,,,-17.019863,,,122.124829
Hydrophis,stokesii,KLS1370,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,J,,,-17.01754,,,122.126665
Hydrophis,stokesii,KLS1371,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,J,,,-17.007084,,,122.128973
Hydrophis,stokesii,KLS1372,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,J,,,-16.882281,,,122.266438
Aipysurus,laevis,KLS1373,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,F,,,-16.472057,,,122.681837
Hydrophis,major,KLS1379,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,J,,,-15.738174,,,122.935035
Hydrophis,stokesii,KLS1380,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,M,,,-15.652923,,,123.145085
Hydrophis,stokesii,KLS1384,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,J,,,-16.094133,,,123.057184
Hydrophis,stokesii,KLS1385,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,M,,,-16.112215,,,123.080703
Aipysurus,laevis,KLS1387,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,F,,,-16.39226,,,122.94772
Hydrophis,stokesii,KLS1412,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,F,,,-16.50534,,,122.46036
Aipysurus,laevis,KLS1413,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,F,,,-16.53376,,,122.38004
Hydrophis,stokesii,KLS1414,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,M,,,-16.56973,,,122.33425
Aipysurus,laevis,KLS1415,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,F,,,-16.58201,,,122.31876
Hydrophis,major,KLS1416,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,J,,,16.97113,,,122.20691
Hydrophis,stokesii,KLS1417,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,M,,,-16.97882,,,122.18803
Hydrophis,stokesii,KLS1418,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,J,,,-16.97997,,,122.18222
Hydrophis,stokesii,KLS1419,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,J,,,-16.98158,,,122.17605
Hydrophis,stokesii,KLS1420,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,F,,,-16.987,,,122.1633
Hydrophis,major,KLS1421,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,J,,,16.98824,,,122.15766
Hydrophis,stokesii,KLS1422,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,M,,,-16.98841,,,122.15563
Hydrophis,stokesii,KLS1424,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,J,,,-16.98912,,,122.13171
Hydrophis,stokesii,KLS1429,Dampier Peninsula,Kimberley,Australia,,,,,,Dnote23-8773,,J,,,-16.98254,,,122.17569
Aipysurus,laevis,KLS1444,Exmouth Gulf,,Australia,,,,,,Dnote23-8773,25/5/2023,F,,,-21.99717,,,114.13983
Aipysurus,laevis,KLS1448,Exmouth Gulf,,Australia,,,,,,Dnote23-8773,25/5/2023,F,,,-22.13187,,,114.11627
Aipysurus,laevis,KLS1452,Exmouth Gulf,,Australia,,,,,,Dnote23-8773,29/5/2023,F,,,-22.113167,,,114.135333
Aipysurus,laevis,KLS1453,Exmouth Gulf,,Australia,,,,,,Dnote23-8773,29/5/2023,F,,,-21.931949,,,114.139559
Aipysurus,laevis,KLS1453,Exmouth Gulf,,Australia,,,,,,Dnote23-8773,30/5/2023,F,,,-21.958387,,,114.14308
Aipysurus,laevis,KLS1467,Exmouth Gulf,,Australia,,,,,,Dnote23-8773,31/5/2023,M,,,-21.799917,,,114.218917
Aipysurus,laevis,KLS1474,Exmouth Gulf,,Australia,,,,,,Dnote23-8773,1/6/2023,F,,,-22.15383,,,114.204
Aipysurus,laevis,KLS1479,Exmouth Gulf,,Australia,,,,,,Dnote23-8773,1/6/2023,F,,,,,,
Aipysurus,laevis,KLS1492,Exmouth Gulf,,Australia,,,,,,Dnote23-8773,3/6/2023,M,,,,,,
